"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Disability_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Mental health services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Mental health services","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","29.3","29.5","27.8","34.3","0","16.7","2.4","60.0","28.1"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Mental health services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Mental health services","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","25.1","21.1","19.4","26.9","78.0","8.3","33.3","26.7","25.2"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Mental health services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Mental health services","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","443","535","144","134","50","12","42","15","1358"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Family/relationship assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family services","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","83.7","81.6","75.9","76.1","93.3","100.0","85.1","93.5","82.2"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Family/relationship assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family services","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","16.3","18.4","24.1","23.9","6.7","0","14.9","6.5","17.8"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Family/relationship assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family services","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","34.8","40.0","39.8","35.4","40.0","16.7","38.3","38.7","37.7"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Family/relationship assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family services","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","19.4","21.5","18.1","18.6","36.7","16.7","17.0","9.7","20.7"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Family/relationship assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family services","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","319","418","83","113","60","6","47","31","1058"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Disability services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Disability services","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","82.6","72.9","82.4","52.2","100.0","50.0","50.0","100.0","73.2"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Disability services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Disability services","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","17.4","27.1","17.6","47.8","0","50.0","50.0","0","26.8"
