"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Disability_Status","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.46","2025","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","Community housing","","Community housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","8.3","11.1","7.3","11.7","7.2","9.4","16.8","na","","4.7"
"18A.46","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Sample size","","","","AIHW (unpublished) National Social Housing Survey","no.","523","339","496","329","644","378","167","na","","2876"
"18A.46","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","42.9","40.2","38.7","37.2","38.8","36.2","44.3","na","","40.7"
"18A.46","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","5.0","5.5","4.4","6.7","3.9","4.9","7.6","na","","2.7"
"18A.46","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","28.2","32.3","43.7","49.5","39.5","34.8","32.3","na","","33.8"
"18A.46","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.5","5.3","4.5","7.0","3.9","4.8","7.1","na","","2.5"
"18A.46","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","71.1","72.5","82.4","86.7","78.3","71.0","76.6","na","","74.5"
"18A.46","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.5","5.0","3.4","4.7","3.3","4.6","6.4","na","","2.4"
"18A.46","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","","AIHW (unpublished) National Social Housing Survey","%","13.8","13.3","9.0","6.5","10.7","13.3","9.0","na","","12.3"
"18A.46","2023","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.2","3.8","2.6","3.5","2.5","3.4","4.4","na","","1.7"
"18A.46","2023","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","Community housing","","Community housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","67.7","65.3","76.3","72.4","72.7","60.0","62.7","na","","68.7"
"18A.46","2023","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","Community housing","","Community housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","9.1","10.2","7.4","15.2","7.4","11.3","13.3","na","","5.0"
"18A.46","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Sample size","","","","AIHW (unpublished) National Social Housing Survey","no.","559","305","498","439","672","340","201","na","","3014"
"18A.46","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","42.2","33.6","41.9","41.0","35.9","36.2","35.8","na","","39.6"
"18A.46","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","5.0","6.1","4.5","6.3","3.8","5.2","6.6","na","","2.7"
"18A.46","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","32.4","38.1","39.6","43.0","43.7","42.3","37.3","na","","36.8"
"18A.46","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.7","6.3","4.5","6.3","3.9","5.4","6.7","na","","2.6"
"18A.46","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","74.5","71.8","81.5","84.0","79.6","78.5","73.1","na","","76.4"
"18A.46","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.5","5.8","3.6","4.9","3.2","4.5","6.1","na","","2.4"
"18A.46","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","","AIHW (unpublished) National Social Housing Survey","%","15.6","16.7","9.1","7.7","9.3","10.0","16.4","na","","13.4"
"18A.46","2021","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Dissatisfied or very dissatisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.7","4.9","2.6","3.7","2.3","3.3","5.1","na","","2.0"
"18A.46","2021","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","Community housing","","Community housing","Customer satisfaction","","Satisfied or very satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","67.9","59.6","77.0","73.9","68.2","68.2","63.4","na","","68.2"
"18A.46","2021","Customer satisfaction","All ages","All people","All households","All areas","Households with a member with disability","Community housing","","Community housing","Customer satisfaction","","Satisfied or very satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","9.3","13.3","7.5","14.7","7.6","10.3","11.2","na","","5.3"
"18A.46","2018","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Sample size","","","","AIHW (unpublished) National Social Housing Survey","no.","375","439","563","476","805","432","170","na","","3260"
"18A.46","2018","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied","","","","AIHW (unpublished) National Social Housing Survey","%","43.2","42.0","41.3","38.7","41.4","39.3","45.9","na","","41.8"
"18A.46","2018","Customer satisfaction","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Customer satisfaction","","Satisfied","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","5.3","4.8","4.1","4.6","3.5","4.6","7.5","na","","2.4"
